average_rating,num_pages,ratings_count,text_reviews_count,publication_month,book_age,Re_title,Re_main_author,Re_publisher
3.79,359,110706,2070,2,17,shopaholic   baby  shopaholic   5 ,sophie kinsella,dial press
3.64,320,2214,249,9,24,the secret dreamworld of a shopaholic  shopaholic   1 ,sophie kinsella,transworld publishers
3.24,307,344,59,10,19,the story of chicago may,nuala o'faolain,riverhead books
3.89,296,38,5,6,26,chicago stories,james t  farrell,university of illinois press
3.6,224,49,9,2,21,chicago stories  tales of the city,john  miller,chronicle books
4.1,420,519,36,11,56,fear and trembling and the sickness unto death,s ren kierkegaard,princeton university press
4.42,273,7983,245,9,30,the complete collected poems,maya angelou,random house
3.93,640,13920,248,11,48,hegel's phenomenology of spirit,georg wilhelm friedrich hegel,oxford university press
4.06,223,110,16,1,19,preface to the phenomenology of spirit,georg wilhelm friedrich hegel,princeton university press
4.18,176,117,3,8,36,hegel's phenomenology of spirit,martin heidegger,indiana university press
4.33,125,9,1,12,29,a guided tour of 5 works by plato  euthyphro apology crito phaedo cave,christopher biffle,mayfield publishing company  ny 
3.82,401,36853,1725,3,21,midnight for charlie bone  the children of the red king   1 ,jenny nimmo,orchard books
3.9,128,312,9,1,21,the midnight mystery  the boxcar children   95 ,gertrude chandler warner,albert whitman  company
4.4,749,1032,162,11,26,within a budding grove  in search of lost time   2 ,marcel proust,modern library
4.27,306,1967,131,12,28,exclusion   embrace  a theological exploration of identity  otherness  and reconciliation,miroslav volf,abingdon press
4.35,400,3728,141,10,18,a time to embrace  timeless love   2 ,karen kingsbury,thomas nelson
3.8,397,3381,116,5,24,devil's embrace  devil   1 ,catherine coulter,signet
4.3,288,2221,165,4,32,the book of embraces,eduardo galeano,w w  norton   company
4.33,256,545,44,4,18,experiencing father's embrace,jack frost,destiny image incorporated
4.21,330,44,10,11,18,a time to embrace  same gender relationships in religion  law  and politics,william stacy johnson,william b  eerdmans publishing company
4.19,320,407,18,6,33,memory's embrace  corbins   3 ,linda lael miller,pocket books
4.47,261,678,78,3,19,beauty  the invisible embrace,john o'donohue,harper perennial
3.8,726,72,5,2,23,embrace,mark behr,little  brown book group
3.43,472,26762,2524,9,18,saving fish from drowning,amy tan,ballantine books
4.15,544,635,21,11,18,virginia woolf  an inner life,julia briggs,mariner books
3.68,224,58,5,10,19,measure for measure,william shakespeare,penguin group ca 
3.79,480,95,20,9,19,henry adams and the making of america,garry wills,houghton mifflin harcourt
4.25,153,144121,8131,6,20,persepolis  the story of a childhood  persepolis   1 ,marjane satrapi,pantheon
4.24,187,57309,2308,8,19,persepolis 2  the story of a return  persepolis   2 ,marjane satrapi,pantheon books
3.86,84,8539,667,10,18,chicken with plums,marjane satrapi,pantheon books
3.86,144,14654,1121,4,18,embroideries,marjane satrapi,pantheon
4.26,520,6726,1018,10,19,the shadow of the wind  the cemetery of forgotten books   1 ,carlos ruiz zaf n,phoenix press
4.16,557,32307,1224,7,18,peter and the shadow thieves  peter and the starcatchers   2 ,dave barry,hyperion books
4.31,469,133114,4243,5,22,ender's shadow  the shadow series   1 ,orson scott card,starscape
3.95,451,65344,1419,12,23,shadow of the hegemon  the shadow series   2 ,orson scott card,tor books
4.0,336,11205,431,12,18,shadow dance  buchanan renard   6 ,julie garwood,ballantine books
4.2,304,227,32,8,18,the shadow party  how george soros  hillary clinton  and sixties radicals seized control of the democratic party,david horowitz,thomas nelson
3.79,507,14477,868,7,19,cast in shadow  chronicles of elantra   1 ,michelle sagara,luna
4.04,118,2685,182,6,15,owning your own shadow  understanding the dark side of the psyche,robert a  johnson,harperone
4.09,73,467,32,5,23,in praise of shadows,jun'ichir  tanizaki,vintage classics
4.4,272,6946,182,9,15,shadow of the almighty  the life and testament of jim elliot,elisabeth elliot,harperone
4.12,323,15827,616,8,21,shadow game  ghostwalkers   1 ,christine feehan,berkley books
3.86,327,1299,128,12,21,the elephant vanishes,haruki murakami,vintage books
3.83,229,78434,3464,10,22,sputnik sweetheart,haruki murakami,vintage
3.25,448,202,26,5,18,back to wando passo,david     payne,william morrow
4.05,288,63155,2286,4,23,still life with woodpecker,tom robbins,no exit press
3.74,389,18417,542,1,22,half asleep in frog pajamas,tom robbins,no exit press
4.03,415,335,38,5,24,fierce invalids home from hot climates,tom robbins,bantam books
3.96,288,40599,1127,9,26,god bless you  mr  rosewater,kurt vonnegut jr ,dial press
3.79,318,7213,139,1,25,wampeters  foma and granfalloons,kurt vonnegut jr ,dial press trade paperback
4.22,282,64096,2316,5,25,mother night,kurt vonnegut jr ,dial press
3.88,324,55850,1990,1,25,gal pagos,kurt vonnegut jr ,dial press
3.72,219,23527,822,8,26,timequake,kurt vonnegut jr ,vintage classics
3.87,288,31084,1062,5,25,slapstick  or lonesome no more ,kurt vonnegut jr ,dial press
3.72,80,866,52,12,24,like shaking hands with god  a conversation about writing,kurt vonnegut jr ,washington square press
3.77,300,5135,192,5,25,palm sunday  an autobiographical collage,kurt vonnegut jr ,dial press
3.78,62,420,40,1,44,sun  moon  star,kurt vonnegut jr ,harpercollins publishers
4.36,527,914,8,5,29,cat's cradle god bless you mr  rosewater breakfast of champions,kurt vonnegut jr ,wings books
4.41,912,5161,184,4,19,bradbury stories  100 of his most celebrated tales,ray bradbury,william morrow paperbacks
3.72,211,3405,338,10,18,farewell summer  green town   3 ,ray bradbury,william morrow
4.21,348,847,60,4,34,classic stories 1  the golden apples of the sun r is for rocket,ray bradbury,bantam books
4.09,267,676,119,2,25,dandelion wine,ray bradbury,william morrow
4.08,56,806,98,8,18,the homecoming,ray bradbury,collins design
4.1,176,909,135,8,31,zen in the art of writing  essays on creativity,ray bradbury,joshua odell editions
4.13,40,198,12,9,20,switch on the night,ray bradbury,dragonfly books
4.07,162,308,28,6,12,the best of ray bradbury,ray bradbury,ibooks
4.24,384,372,45,2,18,the bradbury chronicles  the life of ray bradbury,sam weller,harper perennial
3.73,234,1370,122,7,19,the cat's pajamas,ray bradbury,william morrow paperbacks
4.03,120,6389,541,9,19,why i write,george orwell,penguin books
4.14,232,30358,1629,10,44,homage to catalonia,george orwell,harcourt  inc  harvest book 
3.88,277,11970,688,10,24,keep the aspidistra flying,george orwell,penguin books ltd
4.38,480,274,22,3,63,the orwell reader  fiction  essays  and reportage,george orwell,mariner books
4.05,254,1444,180,6,31,if on a winter's night a traveler,italo calvino,everyman's library
3.46,405,577,26,8,18,parachutes   kisses,erica jong,tarcherperigee
3.55,329,455,31,9,18,fear of fifty  a midlife memoir,erica jong,tarcherperigee
3.6,313,1316,80,7,18,how to save your own life  an isadora wing novel,erica jong,tarcherperigee
3.51,362,425,28,1,17,any woman's blues,erica jong,tarcherperigee
3.69,309,164,9,5,17,what do women want   essays by erica jong,erica jong,tarcherperigee
3.79,512,971,71,5,21,fanny  being the true history of the adventures of fanny hackabout jones,erica jong,w  w  norton  company
3.29,384,282,17,3,36,serenissima aka shylock's daughter,erica jong,dell
3.59,96,90,8,12,22,dogeaters,jessica hagedorn,theatre communications group
3.84,272,797,116,9,22,crescent and star  turkey between two worlds,stephen kinzer,farrar  straus and giroux
3.91,348,324487,13070,10,21,love in the time of cholera,gabriel garc a m rquez,vintage international
4.24,188,1953,84,4,21,gabriel garcia marquez's love in the time of cholera  a reader's guide,thomas fahy,bloomsbury academic
4.1,320,248686,8251,10,15,the unbearable lightness of being,milan kundera,harper perennial
3.64,320,5407,368,12,31,obasan,joy kogawa,anchor books
4.07,432,317,31,2,37,speaker for the dead  ender's saga   2 ,orson scott card,tor books
3.75,375,127324,4496,10,18,the audacity of hope  thoughts on reclaiming the american dream,barack obama,crown
3.83,801,8035,640,11,18,mao  the unknown story,jung chang,anchor books
4.2,328,62,0,4,19,the art of war,mao zedong,el paso norte press
4.18,512,5247,491,4,18,oracle bones  a journey between china's past and present,peter hessler,harper
4.26,666,1832,214,4,20,wild swans  three daughters of china,jung chang,harper perennial
3.67,464,352,37,11,23,the wild swans,peg kerr,aspect
3.67,416,25059,702,1,21,women in love,d h  lawrence,dover publications
4.02,314,267,32,9,20,women who love too much,robin norwood,arrow
4.09,304,1570,64,1,22,men who hate women and the women who love them  when loving hurts and you don't know why,susan forward,bantam
4.06,284,4315,532,5,25,a walk in the woods  rediscovering america on the appalachian trail,bill bryson,broadway books
4.06,397,308840,14993,12,18,a walk in the woods  rediscovering america on the appalachian trail,bill bryson,anchor books
3.5,16,8,0,1,23,a walk in the woods  stickerific ,walt disney company,golden disney
3.88,528,16714,1010,1,19,the fortress of solitude,jonathan lethem,faber and faber
3.99,128,95,11,12,18,fortress of solitude   the devil genghis,kenneth robeson,nostalgia ventures
4.27,393,958,57,12,44,our ancestors  the cloven viscount  the baron in the trees  the non existent knight,italo calvino,picador
3.94,300,4084,205,9,39,difficult loves,italo calvino,mariner books
4.03,272,4701,181,3,47,the nonexistent knight   the cloven viscount,italo calvino,mariner books
3.68,349,3459,423,11,18,the view from castle rock,alice munro,alfred a  knopf
3.68,368,53,12,11,16,the view from castle rock,alice munro,mcclelland and stewart
4.16,368,31394,4262,4,22,crossing to safety,wallace stegner,modern library
3.77,48,432,90,8,18,oh rats  the story of rats and people,albert marrin,dutton books for young readers
4.14,368,28103,643,5,15,king rat  asian saga   4 ,james clavell,delta
3.51,304,34,3,3,18,rat bastards  the life and times of south boston's most honorable irish mobster,john  red  shea,william morrow
4.35,120,174,16,8,21,julius knipl  real estate photographer  the beauty supply district,ben katchor,pantheon
3.84,333,22847,1280,8,18,blind willow  sleeping woman,haruki murakami,alfred a  knopf
3.77,288,34941,2473,10,20,the bookseller of kabul, sne seierstad,little  brown and company
3.63,174,258,46,3,17,jasmine and stars  reading more than lolita in tehran,fatemeh keshavarz,university of north carolina press
3.85,384,1718,88,9,18,making globalization work,joseph e  stiglitz,w  w  norton  company
3.38,420,55304,4450,11,19,prep   a novel,curtis sittenfeld,random house trade paperbacks
3.98,457,47,1,9,19,tan fuerte  tan cerca,jonathan safran foer,lumen
4.0,69,749,54,5,32,the wizard of oz,salman rushdie,british film institute
3.79,576,9445,476,3,24,the ground beneath her feet,salman rushdie,picador
3.93,434,10414,445,7,28,the moor's last sigh,salman rushdie,vintage
3.54,191,1718,103,10,28,dangling man,saul bellow,penguin classics
3.41,320,2560,150,9,21,grimus,salman rushdie,random house trade
3.89,157,2107,238,9,26,breakfast at tiffany's,truman capote,penguin books
4.09,192,321,30,1,17,jesus' son,denis johnson,methuen publishing
3.72,209,4263,227,3,21,angels,denis johnson,vintage
4.15,225,562,33,1,28,the throne of the third heaven of the nations millennium general assembly  poems collected and new,denis johnson,harper perennial
3.58,192,597,40,5,24,the stars at noon,denis johnson,harper perennial
3.68,283,35311,974,6,26,the rules of attraction,bret easton ellis,vintage contemporaries
3.46,546,18181,669,3,24,glamorama,bret easton ellis,vintage
3.58,208,55900,2543,6,14,less than zero,bret easton ellis,vintage books
4.24,48,9982,849,10,18,a christmas memory,truman capote,knopf books for young readers
4.07,343,3266,332,3,22,in cold blood,truman capote,modern library
3.9,135,29,3,10,24,the southern haunting of truman capote,james c     simmons,cumberland house publishing
3.44,142,5274,428,9,18,summer crossing,truman capote,modern library
3.49,192,102,17,10,23,answered prayers,truman capote,penguin classics
4.01,272,4533,188,9,31,the grass harp  including a tree of night and other stories,truman capote,vintage
4.31,151,406,30,8,18,from babylon to timbuktu  a history of the ancient black races including the black hebrews,rudolph r  windsor,windsor golden series
3.93,320,542,65,11,20,cruelest journey  six hundred miles to timbuktu,kira salak,national geographic society
3.46,304,727,23,7,52,between time and timbuktu or prometheus 5,kurt vonnegut jr ,delta
3.72,288,996,98,9,18,murder in amsterdam  the death of theo van gogh and the limits of tolerance,ian buruma,penguin press hc  the
3.54,144,18376,1022,8,20,the cement garden,ian mcewan,vintage
3.9,372,4844,506,5,22,atonement,ian mcewan,vintage
3.43,165,7,1,11,35,gertrud the great of helfta  spiritual exercises,gertrude the great,cistercian publications
3.55,304,1398,105,12,23,the ruined map,k b  abe,vintage
3.78,238,2584,153,2,21,the face of another,k b  abe,vintage
3.91,233,83,4,3,27,three plays  involuntary homicide   the green stockings   the ghost is here,k b  abe,columbia university press
3.61,192,989,82,7,22,secret rendezvous,k b  abe,vintage
3.78,245,9941,462,12,21,oracle night,paul auster,henry holt
3.65,272,8517,372,5,18,eleanor rigby,douglas coupland,bloomsbury usa
3.74,228,12491,267,5,30,homo faber,max frisch,mariner books
3.89,512,190,8,5,21,the philosophy of jean paul sartre,jean paul sartre,vintage
3.96,688,23344,267,8,21,being and nothingness,jean paul sartre,routledge
3.98,408,9477,313,7,32,the age of reason,jean paul sartre,vintage international
4.02,512,8257,793,1,23,youth in revolt  the journals of nick twisp,c d  payne,broadway books
4.1,408,4746,298,9,28,and i don't want to live this life  a mother's story of her daughter's murder,deborah spungen,ballantine books
3.48,143,140,5,12,38,sid and nancy  love kills,alex cox,faber   faber
4.19,382,45954,1297,8,18,flags of our fathers,james d  bradley,bantam
4.17,224,255,28,8,18,flags of our fathers  a young people's edition,michael r  french,laurel leaf library
3.42,368,65202,3943,5,18,a long way down,nick hornby,riverhead books
4.05,568,12235,306,9,31,mary queen of scots,antonia fraser,delta
4.04,640,4947,119,2,20,mary queen of scots and the murder of lord darnley,alison weir,pimlico
3.25,192,12,1,6,25,on the trail of mary  queen of scots,j  keith cheetham,luath press ltd
4.02,675,13383,235,9,25,river of blue fire  otherland   2 ,tad williams,daw books
3.83,202,4825,148,5,22,mary  queen of scots  queen without a country,kathryn lasky,scholastic
4.05,749,13265,163,9,24,mountain of black glass  otherland   3 ,tad williams,daw books
3.72,224,39,6,5,23,mary  queen of scots  pride  passion and a kingdom lost,jenny wormald,tauris parke paperbacks
3.93,581,1882,155,4,20,queen of scots  the true life of mary stuart,john guy,houghton mifflin
